crime_id,date,time,crime_type,borough,postcode,latitude,longitude,outcome,status,month,year,day_of_week,quarter,hour,deprivation_index,borough_crime_rate,distance_from_center,is_weekend,is_night,is_peak_crime_season,crime_severity_score,borough_risk_level,covid_period,postcode_area
MET202100873743,2021-04-02,00:00,Vehicle Crime,Hounslow,TW6 6CH,51.473988,-0.422916,Investigation complete - no suspect identified,Unsolved,4,2021,Friday,Q2,0,4,74.9,37.36605145911993,0,1,0,0.978,Low,Recovery,TW6
MET202303133545,2023-11-20,01:04,Vehicle Crime,Hackney,N16 6UV,51.554746,-0.066184,Investigation complete - no suspect identified,Unsolved,11,2023,Monday,Q4,1,8,140.1,5.220504500507245,0,1,1,0.978,High,Post-COVID,N16
MET202000601902,2020-11-21,04:15,Vehicle Crime,Bexley,DA7 9CM,51.428428,0.154544,Investigation complete - no suspect identified,Unsolved,11,2020,Saturday,Q4,4,3,63.9,28.589610771256066,1,1,1,0.978,Low,Initial Impact,DA7
MET202403821832,2024-08-05,04:25,Vehicle Crime,Barking and Dagenham,RM9 9KB,51.587776,0.11999,Under Investigation,Pending,8,2024,Monday,Q3,4,8,82.3,24.581319657044403,0,1,0,0.978,Medium,Post-COVID,RM9
MET202201647102,2022-03-22,07:08,Vehicle Crime,Lewisham,SE6 5VZ,51.446044,-0.001529,Investigation complete - no suspect identified,Unsolved,3,2022,Tuesday,Q1,7,6,92.8,12.219174122763429,0,0,0,0.978,Medium,Post-COVID,SE6
MET202403736622,2024-07-05,10:18,Vehicle Crime,Westminster,W2 3NP,51.49485,-0.118816,Investigation complete - no suspect identified,Unsolved,7,2024,Friday,Q3,10,3,349.9,3.935586603173016,0,0,0,0.978,Very High,Post-COVID,W2
MET202302973242,2023-09-17,22:34,Vehicle Crime,Westminster,SW1 5VD,51.494313,-0.192854,Investigation complete - no suspect identified,Unsolved,9,2023,Sunday,Q3,22,3,349.9,11.764539151929602,1,1,0,0.978,Very High,Post-COVID,SW1
MET202202005824,2022-08-22,05:51,Vehicle Crime,Merton,SW19 6JA,51.411825,-0.192506,Investigation complete - no suspect identified,Unsolved,8,2022,Monday,Q3,5,3,73.1,16.129005656176492,0,1,0,0.978,Low,Post-COVID,SW19
MET202100728567,2021-01-24,13:52,Vehicle Crime,Hackney,E9 9ZG,51.538984,-0.089311,Under Investigation,Pending,1,2021,Sunday,Q1,13,8,140.1,2.840920427470346,1,0,1,0.978,High,Recovery,E9
MET202201688442,2022-04-08,07:34,Vehicle Crime,Tower Hamlets,E14 6NG,51.52027,-0.016223,Investigation complete - no suspect identified,Unsolved,4,2022,Friday,Q2,7,9,135.8,8.069957287638447,0,0,0,0.978,High,Post-COVID,E14
MET202302681767,2023-05-26,04:30,Vehicle Crime,Wandsworth,SW11 9RM,51.462896,-0.178577,Under Investigation,Pending,5,2023,Friday,Q2,4,3,98.7,11.45319630971812,0,1,0,0.978,Medium,Post-COVID,SW11
MET202302417545,2023-02-10,05:16,Vehicle Crime,Waltham Forest,E10 7YA,51.600909,-0.020673,Investigation complete - no suspect identified,Unsolved,2,2023,Friday,Q1,5,6,86.7,12.296426700209262,0,1,1,0.978,Medium,Post-COVID,E10
MET202403808742,2024-07-31,18:57,Vehicle Crime,Barking and Dagenham,RM9 1NG,51.57117,0.190053,Under Investigation,Pending,7,2024,Wednesday,Q3,18,8,82.3,31.588202704715503,0,0,0,0.978,Medium,Post-COVID,RM9
MET202202194059,2022-11-10,07:01,Vehicle Crime,Westminster,W2 1SP,51.463425,-0.154767,Investigation complete - no suspect identified,Unsolved,11,2022,Thursday,Q4,7,3,349.9,9.204017000472644,0,0,1,0.978,Very High,Post-COVID,W2
MET202101236887,2021-09-19,03:21,Vehicle Crime,Lewisham,SE14 9TA,51.471414,-0.007576,Investigation complete - no suspect identified,Unsolved,9,2021,Sunday,Q3,3,6,92.8,10.129449593329644,1,1,0,0.978,Medium,Recovery,SE14
MET202201926934,2022-07-19,01:11,Vehicle Crime,Waltham Forest,E10 6ZN,51.594771,0.004005,Evidential difficulties victim supports action,Unsolved,7,2022,Tuesday,Q3,1,6,86.7,13.68361506075038,0,1,0,0.978,Medium,Post-COVID,E10
MET202000545554,2020-10-21,22:04,Vehicle Crime,Lewisham,SE4 2RJ,51.423194,-0.036874,Investigation complete - no suspect identified,Unsolved,10,2020,Wednesday,Q4,22,6,92.8,11.542239614968176,0,1,1,0.978,Medium,Initial Impact,SE4
MET202302482815,2023-03-08,15:42,Vehicle Crime,Tower Hamlets,E14 6DB,51.573596,-0.053999,Under Investigation,Pending,3,2023,Wednesday,Q1,15,9,135.8,7.70694000424709,0,0,0,0.978,High,Post-COVID,E14
MET202403892616,2024-09-01,04:14,Vehicle Crime,Brent,HA0 9YM,51.570839,-0.264682,Evidential difficulties victim supports action,Unsolved,9,2024,Sunday,Q3,4,5,90.5,20.5587191350008,1,1,0,0.978,Medium,Post-COVID,HA0
MET202201957069,2022-08-01,05:25,Vehicle Crime,Enfield,N21 3PE,51.648523,-0.097163,Investigation complete - no suspect identified,Unsolved,8,2022,Monday,Q3,5,5,76.4,15.028740092152049,0,1,0,0.978,Low,Post-COVID,N21
MET202000253342,2020-05-16,17:33,Vehicle Crime,Wandsworth,SW11 3FV,51.490232,-0.163342,Evidential difficulties victim does not support action,Unsolved,5,2020,Saturday,Q2,17,3,98.7,8.685792760073603,1,0,0,0.978,Medium,Initial Impact,SW11
MET202101016990,2021-06-08,23:50,Vehicle Crime,Brent,NW6 6MA,51.548531,-0.309578,Investigation complete - no suspect identified,Unsolved,6,2021,Tuesday,Q2,23,5,90.5,24.83659754414934,0,1,0,0.978,Medium,Recovery,NW6
MET202000130076,2020-03-11,06:04,Vehicle Crime,Tower Hamlets,E14 6DR,51.533593,-0.030834,Investigation complete - no suspect identified,Unsolved,3,2020,Wednesday,Q1,6,9,135.8,6.792499870416491,0,1,0,0.978,High,Initial Impact,E14
MET202100944414,2021-05-05,21:18,Vehicle Crime,Southwark,SE16 4GN,51.477547,-0.082919,Investigation complete - no suspect identified,Unsolved,5,2021,Wednesday,Q2,21,7,130.4,4.029332673007578,0,0,0,0.978,High,Recovery,SE16
MET202303040223,2023-10-14,22:12,Vehicle Crime,Lewisham,SE13 3AS,51.416672,-0.046134,Under Investigation,Pending,10,2023,Saturday,Q4,22,6,92.8,11.725965155667875,1,1,1,0.978,Medium,Post-COVID,SE13
MET202100904343,2021-04-17,20:33,Vehicle Crime,Hackney,E8 3KH,51.531056,-0.056561,Investigation complete - no suspect identified,Unsolved,4,2021,Saturday,Q2,20,8,140.1,4.0605855132108735,1,0,0,0.978,High,Recovery,E8
MET202100939456,2021-05-03,06:25,Vehicle Crime,Tower Hamlets,E14 4SU,51.502222,-0.019062,Investigation complete - no suspect identified,Unsolved,5,2021,Monday,Q2,6,9,135.8,7.817805828881037,0,1,0,0.978,High,Recovery,E14
MET202302801996,2023-07-12,20:29,Vehicle Crime,Tower Hamlets,E3 5VD,51.519626,-0.017487,Under Investigation,Pending,7,2023,Wednesday,Q3,20,9,135.8,7.923737814456368,0,0,0,0.978,High,Post-COVID,E3
MET202403747483,2024-07-08,07:43,Vehicle Crime,Croydon,CR2 7DA,51.34908,-0.086091,Under Investigation,Pending,7,2024,Monday,Q3,7,5,79.8,18.241646074940352,0,0,0,0.978,Low,Post-COVID,CR2
MET202202148284,2022-10-22,04:23,Vehicle Crime,Merton,SW20 6SR,51.399084,-0.240156,Under Investigation,Pending,10,2022,Saturday,Q4,4,3,73.1,21.07169721096093,1,1,1,0.978,Low,Post-COVID,SW20
MET202403871908,2024-08-24,11:08,Vehicle Crime,Brent,NW2 7YC,51.596487,-0.273183,Under Investigation,Pending,8,2024,Saturday,Q3,11,5,90.5,22.46875080052361,1,0,0,0.978,Medium,Post-COVID,NW2
MET202202185608,2022-11-07,03:11,Vehicle Crime,Bromley,BR1 2JT,51.378282,0.012554,Investigation complete - no suspect identified,Unsolved,11,2022,Monday,Q4,3,2,65.4,18.73534196353072,0,1,1,0.978,Low,Post-COVID,BR1
MET202000223063,2020-04-30,13:13,Vehicle Crime,Barnet,N3 5HC,51.619296,-0.177519,Investigation complete - no suspect identified,Unsolved,4,2020,Thursday,Q2,13,2,68.5,15.348756090185958,0,0,0,0.978,Low,Initial Impact,N3
MET202100927884,2021-04-27,08:48,Vehicle Crime,Hounslow,TW5 2QB,51.475249,-0.387117,Evidential difficulties victim supports action,Unsolved,4,2021,Tuesday,Q2,8,4,74.9,33.40489593408261,0,0,0,0.978,Low,Recovery,TW5
MET202201994169,2022-08-17,02:21,Vehicle Crime,Ealing,W3 1VE,51.535326,-0.306032,Evidential difficulties victim supports action,Unsolved,8,2022,Wednesday,Q3,2,4,88.2,24.257353984639387,0,1,0,0.978,Medium,Post-COVID,W3
MET202000666244,2020-12-26,06:37,Vehicle Crime,Wandsworth,SW18 8AS,51.474315,-0.162447,Evidential difficulties victim does not support action,Unsolved,12,2020,Saturday,Q4,6,3,98.7,9.274325093909209,1,1,1,0.978,Medium,Initial Impact,SW18
MET202101344843,2021-11-08,23:13,Vehicle Crime,Sutton,SM1 7FA,51.35749,-0.19974,Investigation complete - no suspect identified,Unsolved,11,2021,Monday,Q4,23,2,62.9,21.252957471648383,0,1,1,0.978,Low,Recovery,SM1
MET202101241542,2021-09-21,00:47,Vehicle Crime,Enfield,N21 2JN,51.635682,-0.099962,Evidential difficulties victim does not support action,Unsolved,9,2021,Tuesday,Q3,0,5,76.4,13.631768308636438,0,1,0,0.978,Low,Recovery,N21
MET202403629718,2024-05-25,07:19,Vehicle Crime,Kingston upon Thames,KT3 5DP,51.406258,-0.272426,Investigation complete - no suspect identified,Unsolved,5,2024,Saturday,Q2,7,1,62.1,23.617557002095488,1,0,0,0.978,Low,Post-COVID,KT3
MET202404104776,2024-11-19,23:29,Vehicle Crime,Lewisham,SE13 8MR,51.455429,-0.02039,Evidential difficulties victim does not support action,Unsolved,11,2024,Tuesday,Q4,23,6,92.8,9.936354544502407,0,1,1,0.978,Medium,Post-COVID,SE13
MET202201844388,2022-06-14,06:55,Vehicle Crime,Merton,SW19 3FF,51.420444,-0.201458,Investigation complete - no suspect identified,Unsolved,6,2022,Tuesday,Q2,6,3,73.1,16.2294550031135,0,1,0,0.978,Low,Post-COVID,SW19
MET202403459524,2024-03-23,07:51,Vehicle Crime,Newham,E16 2PM,51.49877,0.019621,Action to be taken by another organisation,Solved,3,2024,Saturday,Q1,7,8,128.9,12.121800595244084,1,0,0,0.978,High,Post-COVID,E16
MET202403883618,2024-08-29,08:50,Vehicle Crime,Kingston upon Thames,KT4 9XE,51.401545,-0.260517,Investigation complete - no suspect identified,Unsolved,8,2024,Thursday,Q3,8,1,62.1,22.766366786476706,0,0,0,0.978,Low,Post-COVID,KT4
MET202201525378,2022-01-29,20:03,Vehicle Crime,Ealing,W3 3SX,51.49297,-0.305836,Investigation complete - no suspect identified,Unsolved,1,2022,Saturday,Q1,20,4,88.2,24.219595799420656,1,0,1,0.978,Medium,Post-COVID,W3
MET202404036923,2024-10-25,00:14,Vehicle Crime,Barking and Dagenham,RM9 2KE,51.537197,0.117974,Investigation complete - no suspect identified,Unsolved,10,2024,Friday,Q4,0,8,82.3,23.081358972856997,0,1,1,0.978,Medium,Post-COVID,RM9
MET202100721137,2021-01-21,23:09,Vehicle Crime,Southwark,SE17 4JE,51.48634,-0.104162,Investigation complete - no suspect identified,Unsolved,1,2021,Thursday,Q1,23,7,130.4,3.464941842155965,0,1,1,0.978,High,Recovery,SE17
MET202100694669,2021-01-09,05:19,Vehicle Crime,Newham,E7 6TR,51.514642,0.039387,Evidential difficulties victim supports action,Unsolved,1,2021,Saturday,Q1,5,8,128.9,14.207225898298836,1,1,1,0.978,High,Recovery,E7
MET202302933328,2023-09-02,02:17,Vehicle Crime,City of London,EC1 6GW,51.507377,-0.062367,Investigation complete - no suspect identified,Unsolved,9,2023,Saturday,Q3,2,2,1176.0,2.98762602153915,1,1,0,0.978,Very High,Post-COVID,EC1
MET202303097589,2023-11-05,03:47,Vehicle Crime,Hammersmith and Fulham,W14 6DD,51.49826,-0.263052,Investigation complete - no suspect identified,Unsolved,11,2023,Sunday,Q4,3,4,125.3,19.43695891689804,1,1,1,0.978,High,Post-COVID,W14
MET202403791638,2024-07-25,22:25,Vehicle Crime,Islington,N5 3GQ,51.537425,-0.084766,Evidential difficulties victim supports action,Unsolved,7,2024,Thursday,Q3,22,6,138.2,2.7005188631264976,0,1,0,0.978,High,Post-COVID,N5
MET202403612221,2024-05-19,01:57,Vehicle Crime,Islington,N5 4PX,51.520474,-0.13238,Under Investigation,Pending,5,2024,Sunday,Q2,1,6,138.2,4.922608942643779,1,1,0,0.978,High,Post-COVID,N5
MET202302774795,2023-07-01,02:28,Vehicle Crime,Lewisham,SE23 9AP,51.440233,-0.014982,Investigation complete - no suspect identified,Unsolved,7,2023,Saturday,Q3,2,6,92.8,11.521040626435155,1,1,0,0.978,Medium,Post-COVID,SE23
MET202403378502,2024-02-21,13:06,Vehicle Crime,Westminster,SW1 9EG,51.489353,-0.145137,Investigation complete - no suspect identified,Unsolved,2,2024,Wednesday,Q1,13,3,349.9,6.819674670505593,0,0,1,0.978,Very High,Post-COVID,SW1
MET202303135850,2023-11-20,05:12,Vehicle Crime,Brent,HA0 8LX,51.565166,-0.273783,Investigation complete - no suspect identified,Unsolved,11,2023,Monday,Q4,5,5,90.5,21.343329340115748,0,1,1,0.978,Medium,Post-COVID,HA0
MET202101093582,2021-07-14,19:38,Vehicle Crime,Hackney,E8 1VZ,51.519188,-0.04463,Investigation complete - no suspect identified,Unsolved,7,2021,Wednesday,Q3,19,8,140.1,4.922774093935691,0,0,0,0.978,High,Recovery,E8
MET202101069706,2021-07-03,05:52,Vehicle Crime,Havering,RM6 1TL,51.539845,0.257546,Investigation complete - no suspect identified,Unsolved,7,2021,Saturday,Q3,5,3,64.7,38.53417259670257,1,1,0,0.978,Low,Recovery,RM6
MET202404096507,2024-11-16,01:18,Vehicle Crime,Camden,NW5 9ZW,51.528155,-0.128321,Investigation complete - no suspect identified,Unsolved,11,2024,Saturday,Q4,1,4,172.4,4.7033987261326615,1,1,1,0.978,High,Post-COVID,NW5
MET202201596945,2022-02-28,00:26,Vehicle Crime,City of London,EC2 8UN,51.471004,-0.035453,Investigation complete - no suspect identified,Unsolved,2,2022,Monday,Q1,0,2,1176.0,7.546387409908226,0,1,1,0.978,Very High,Post-COVID,EC2
MET202302710692,2023-06-06,01:09,Vehicle Crime,Haringey,N4 9LU,51.602732,-0.138131,Investigation complete - no suspect identified,Unsolved,6,2023,Tuesday,Q2,1,7,85.9,11.33805433596956,0,1,0,0.978,Medium,Post-COVID,N4
MET202404073491,2024-11-08,03:40,Vehicle Crime,Hounslow,TW6 4LZ,51.479675,-0.405312,Investigation complete - no suspect identified,Unsolved,11,2024,Friday,Q4,3,4,74.9,35.35378169300488,0,1,1,0.978,Low,Post-COVID,TW6
MET202403248221,2024-01-04,12:43,Vehicle Crime,Camden,NW5 8US,51.496936,-0.099382,Evidential difficulties victim does not support action,Unsolved,1,2024,Thursday,Q1,12,4,172.4,2.184515025633757,0,0,1,0.978,High,Post-COVID,NW5
MET202303040958,2023-10-14,23:22,Vehicle Crime,Haringey,N22 8ZA,51.617617,-0.113369,Investigation complete - no suspect identified,Unsolved,10,2023,Saturday,Q4,23,7,85.9,11.89031588102117,1,1,1,0.978,Medium,Post-COVID,N22
MET202302860672,2023-08-04,01:54,Vehicle Crime,Greenwich,SE18 8PW,51.518685,0.007745,Investigation complete - no suspect identified,Unsolved,8,2023,Friday,Q3,1,5,95.4,10.710372830590453,0,1,0,0.978,Medium,Post-COVID,SE18
MET202404154946,2024-12-08,03:38,Vehicle Crime,Southwark,SE1 2SA,51.509878,-0.122872,Evidential difficulties victim supports action,Unsolved,12,2024,Sunday,Q4,3,7,130.4,3.824227035654096,1,1,1,0.978,High,Post-COVID,SE1
MET202202084523,2022-09-24,15:19,Vehicle Crime,Lambeth,SW4 5JE,51.423046,-0.171847,Investigation complete - no suspect identified,Unsolved,9,2022,Saturday,Q3,15,7,132.6,13.637156759101956,1,0,0,0.978,High,Post-COVID,SW4
MET202403313703,2024-01-28,05:51,Vehicle Crime,Newham,E6 7WZ,51.500703,0.094286,Investigation complete - no suspect identified,Unsolved,1,2024,Sunday,Q1,5,8,128.9,20.34921037928508,1,1,1,0.978,High,Post-COVID,E6
MET202000638188,2020-12-10,20:38,Vehicle Crime,Camden,NW3 9KW,51.534818,-0.107099,Under Investigation,Pending,12,2020,Thursday,Q4,20,4,172.4,3.1414053599825658,0,0,1,0.978,High,Initial Impact,NW3
MET202302452930,2023-02-24,16:59,Vehicle Crime,Hounslow,TW5 7RG,51.487684,-0.292928,Evidential difficulties victim supports action,Unsolved,2,2023,Friday,Q1,16,4,74.9,22.859329392636116,0,0,1,0.978,Low,Post-COVID,TW5
MET202403635590,2024-05-28,08:15,Vehicle Crime,Brent,NW10 3JS,51.55508,-0.264629,Evidential difficulties victim does not support action,Unsolved,5,2024,Tuesday,Q2,8,5,90.5,20.07947699319781,0,0,0,0.978,Medium,Post-COVID,NW10
MET202101037307,2021-06-18,02:14,Vehicle Crime,Waltham Forest,E17 4MR,51.612933,0.004484,Investigation complete - no suspect identified,Unsolved,6,2021,Friday,Q2,2,6,86.7,15.126758572660156,0,1,0,0.978,Medium,Recovery,E17
MET202000021614,2020-01-12,12:31,Vehicle Crime,Camden,NW3 6NU,51.539799,-0.17215,Under Investigation,Pending,1,2020,Sunday,Q1,12,4,172.4,9.725975376589444,1,0,1,0.978,High,Initial Impact,NW3
MET202201469808,2022-01-05,22:47,Vehicle Crime,Lambeth,SW8 7VP,51.443547,-0.067515,Under Investigation,Pending,1,2022,Wednesday,Q1,22,7,132.6,8.099212063756887,0,1,1,0.978,High,Post-COVID,SW8
MET202000252908,2020-05-16,02:51,Vehicle Crime,Kingston upon Thames,KT5 2CE,51.450011,-0.249395,Evidential difficulties victim does not support action,Unsolved,5,2020,Saturday,Q2,2,1,62.1,19.185089640136063,1,1,0,0.978,Low,Initial Impact,KT5
MET202100947945,2021-05-07,20:30,Vehicle Crime,Haringey,N8 8BE,51.589552,-0.131954,Investigation complete - no suspect identified,Unsolved,5,2021,Friday,Q2,20,7,85.9,9.72672702355838,0,0,0,0.978,Medium,Recovery,N8
MET202302533509,2023-03-28,20:25,Vehicle Crime,Enfield,N18 5FC,51.673089,-0.031644,Investigation complete - no suspect identified,Unsolved,3,2023,Tuesday,Q1,20,5,76.4,18.819185861691725,0,0,0,0.978,Low,Post-COVID,N18
MET202302566188,2023-04-10,06:05,Vehicle Crime,Lambeth,SW9 9UD,51.453574,-0.131268,Investigation complete - no suspect identified,Unsolved,4,2023,Monday,Q2,6,7,132.6,8.1565806823994,0,1,0,0.978,High,Post-COVID,SW9
MET202202271486,2022-12-13,02:50,Vehicle Crime,Camden,WC1 9FD,51.527594,-0.084328,Under Investigation,Pending,12,2022,Tuesday,Q4,2,4,172.4,1.645346601182006,0,1,1,0.978,High,Post-COVID,WC1
MET202101165590,2021-08-16,18:11,Vehicle Crime,Wandsworth,SW15 2YK,51.449272,-0.193399,Evidential difficulties victim supports action,Unsolved,8,2021,Monday,Q3,18,3,98.7,13.63775415902412,0,0,0,0.978,Medium,Recovery,SW15
MET202403776441,2024-07-19,18:10,Vehicle Crime,Newham,E16 5NE,51.52037,0.074583,Investigation complete - no suspect identified,Unsolved,7,2024,Friday,Q3,18,8,128.9,18.12982827014281,0,0,0,0.978,High,Post-COVID,E16
MET202302598684,2023-04-23,00:29,Vehicle Crime,Southwark,SE22 8SA,51.504771,-0.105409,Investigation complete - no suspect identified,Unsolved,4,2023,Sunday,Q2,0,7,130.4,2.0972894757667127,1,1,0,0.978,High,Post-COVID,SE22
MET202000449382,2020-08-30,23:32,Vehicle Crime,Lewisham,SE14 6AF,51.437169,-0.051231,Investigation complete - no suspect identified,Unsolved,8,2020,Sunday,Q3,23,6,92.8,9.423636892334184,1,1,0,0.978,Medium,Initial Impact,SE14
MET202000594859,2020-11-17,05:26,Vehicle Crime,Bromley,BR2 3VE,51.399316,-0.008251,Investigation complete - no suspect identified,Unsolved,11,2020,Tuesday,Q4,5,2,65.4,15.488824360780008,0,1,1,0.978,Low,Initial Impact,BR2
MET202302578640,2023-04-15,03:06,Vehicle Crime,Southwark,SE1 8ZR,51.451243,-0.092621,Evidential difficulties victim supports action,Unsolved,4,2023,Saturday,Q2,3,7,130.4,6.9138487320658575,1,1,0,0.978,High,Post-COVID,SE1
MET202403433552,2024-03-13,04:32,Vehicle Crime,Newham,E16 8FX,51.48122,0.059754,Evidential difficulties victim does not support action,Unsolved,3,2024,Wednesday,Q1,4,8,128.9,16.850246668901715,0,1,0,0.978,High,Post-COVID,E16
MET202100904166,2021-04-16,00:57,Vehicle Crime,Bexley,DA7 3QJ,51.457451,0.128533,Evidential difficulties victim supports action,Unsolved,4,2021,Friday,Q2,0,3,63.9,24.889019470503207,0,1,0,0.978,Low,Recovery,DA7
MET202100788800,2021-02-21,18:08,Vehicle Crime,Hackney,E5 2PU,51.544073,-0.051338,Investigation complete - no suspect identified,Unsolved,2,2021,Sunday,Q1,18,8,140.1,5.357161265906891,1,0,1,0.978,High,Recovery,E5
MET202201937467,2022-07-24,23:04,Vehicle Crime,Greenwich,SE10 3WL,51.529745,-0.000999,Charged/Summonsed,Solved,7,2022,Sunday,Q3,23,5,95.4,9.891522732044166,1,1,0,0.978,Medium,Post-COVID,SE10
MET202000247950,2020-05-13,22:51,Vehicle Crime,Lambeth,SW2 4GS,51.478734,-0.118856,Investigation complete - no suspect identified,Unsolved,5,2020,Wednesday,Q2,22,7,132.6,5.107395865852494,0,1,0,0.978,High,Initial Impact,SW2
MET202302757418,2023-06-24,03:01,Vehicle Crime,Barking and Dagenham,RM9 4FE,51.53089,0.167488,Under Investigation,Pending,6,2023,Saturday,Q2,3,8,82.3,28.491986268456696,1,1,0,0.978,Medium,Post-COVID,RM9
MET202403269432,2024-01-12,17:44,Vehicle Crime,Westminster,W2 9BY,51.474957,-0.163482,Under Investigation,Pending,1,2024,Friday,Q1,17,3,349.9,9.343258546648867,0,0,1,0.978,Very High,Post-COVID,W2
MET202302933907,2023-09-02,00:14,Vehicle Crime,Hackney,E8 2EC,51.517148,-0.060507,Evidential difficulties victim supports action,Unsolved,9,2023,Saturday,Q3,0,8,140.1,3.145952578967641,1,1,0,0.978,High,Post-COVID,E8
MET202403730478,2024-07-02,10:53,Vehicle Crime,Islington,N5 2UN,51.559713,-0.079361,Evidential difficulties victim does not support action,Unsolved,7,2024,Tuesday,Q3,10,6,138.2,5.242036657816848,0,0,0,0.978,High,Post-COVID,N5
MET202302528727,2023-03-26,05:02,Vehicle Crime,Brent,NW2 6HS,51.537756,-0.310806,Investigation complete - no suspect identified,Unsolved,3,2023,Sunday,Q1,5,5,90.5,24.812589819690626,1,1,0,0.978,Medium,Post-COVID,NW2
MET202202241113,2022-11-30,01:49,Vehicle Crime,Lambeth,SW9 3JG,51.525526,-0.093745,Investigation complete - no suspect identified,Unsolved,11,2022,Wednesday,Q4,1,7,132.6,1.4621312564956748,0,1,1,0.978,High,Post-COVID,SW9
MET202403706823,2024-06-23,22:16,Vehicle Crime,Newham,E6 7UY,51.527161,0.100566,Investigation complete - no suspect identified,Unsolved,6,2024,Sunday,Q2,22,8,128.9,21.05291111179919,1,1,0,0.978,High,Post-COVID,E6
MET202303094949,2023-11-04,00:32,Vehicle Crime,Bromley,BR7 8PY,51.379143,0.041145,Investigation complete - no suspect identified,Unsolved,11,2023,Saturday,Q4,0,2,65.4,20.72424015154108,1,1,1,0.978,Low,Post-COVID,BR7
MET202201480169,2022-01-09,14:14,Vehicle Crime,Kingston upon Thames,KT5 3PJ,51.407528,-0.253792,Investigation complete - no suspect identified,Unsolved,1,2022,Sunday,Q1,14,1,62.1,21.77900257065513,1,0,1,0.978,Low,Post-COVID,KT5
MET202100963125,2021-05-14,00:49,Vehicle Crime,Camden,WC1 4QP,51.502361,-0.171503,Under Investigation,Pending,5,2021,Friday,Q2,0,4,172.4,9.283454278690076,0,1,0,0.978,High,Recovery,WC1
MET202100702367,2021-01-12,04:27,Vehicle Crime,Lambeth,SW8 3HF,51.44807,-0.123978,Evidential difficulties victim supports action,Unsolved,1,2021,Tuesday,Q1,4,7,132.6,8.246643971377532,0,1,1,0.978,High,Recovery,SW8
MET202101429509,2021-12-18,06:21,Vehicle Crime,Merton,SW19 8KQ,51.438258,-0.241775,Evidential difficulties victim does not support action,Unsolved,12,2021,Saturday,Q4,6,3,73.1,18.938077162723477,1,1,1,0.978,Low,Recovery,SW19
MET202201541111,2022-02-05,20:14,Vehicle Crime,Southwark,SE17 9LS,51.459306,-0.088047,Investigation complete - no suspect identified,Unsolved,2,2022,Saturday,Q1,20,7,130.4,6.004747749326689,1,0,1,0.978,High,Post-COVID,SE17
MET202101180089,2021-08-23,00:53,Vehicle Crime,Ealing,UB1 3BA,51.486466,-0.294333,Investigation complete - no suspect identified,Unsolved,8,2021,Monday,Q3,0,4,88.2,23.03123152795011,0,1,0,0.978,Medium,Recovery,UB1
MET202403578363,2024-05-06,01:00,Vehicle Crime,Southwark,SE17 1ML,51.508529,-0.111061,Investigation complete - no suspect identified,Unsolved,5,2024,Monday,Q2,1,7,130.4,2.551124767431284,0,1,0,0.978,High,Post-COVID,SE17
MET202403983730,2024-10-05,18:15,Vehicle Crime,Barnet,N3 3WC,51.614964,-0.198986,Evidential difficulties victim supports action,Unsolved,10,2024,Saturday,Q4,18,2,68.5,16.65011658363209,1,0,1,0.978,Low,Post-COVID,N3
MET202302994866,2023-09-26,23:34,Vehicle Crime,Hammersmith and Fulham,SW6 3VL,51.52744,-0.242818,Evidential difficulties victim does not support action,Unsolved,9,2023,Tuesday,Q3,23,4,125.3,17.18899176801259,0,1,0,0.978,High,Post-COVID,SW6
MET202302362362,2023-01-20,16:40,Vehicle Crime,Wandsworth,SW17 6NY,51.441444,-0.171648,Evidential difficulties victim supports action,Unsolved,1,2023,Friday,Q1,16,3,98.7,12.197196116855718,0,0,1,0.978,Medium,Post-COVID,SW17
MET202403544703,2024-04-24,17:11,Vehicle Crime,Lambeth,SW2 5ZE,51.464724,-0.154481,Under Investigation,Pending,4,2024,Wednesday,Q2,17,7,132.6,9.09228850328549,0,0,0,0.978,High,Post-COVID,SW2
MET202000465055,2020-09-08,09:46,Vehicle Crime,Wandsworth,SW12 7KZ,51.453789,-0.255562,Under Investigation,Pending,9,2020,Tuesday,Q3,9,3,98.7,19.67857537540663,0,0,0,0.978,Medium,Initial Impact,SW12
MET202302349875,2023-01-15,07:21,Vehicle Crime,Hammersmith and Fulham,W14 2QW,51.477383,-0.196102,Evidential difficulties victim does not support action,Unsolved,1,2023,Sunday,Q1,7,4,125.3,12.58463169083814,1,0,1,0.978,High,Post-COVID,W14
MET202100800450,2021-02-27,04:26,Vehicle Crime,Westminster,SW1 3DS,51.485563,-0.181214,Investigation complete - no suspect identified,Unsolved,2,2021,Saturday,Q1,4,3,349.9,10.734481428199672,1,1,1,0.978,Very High,Recovery,SW1
MET202302427641,2023-02-14,15:18,Vehicle Crime,Kingston upon Thames,KT3 6SF,51.396247,-0.322641,Investigation complete - no suspect identified,Unsolved,2,2023,Tuesday,Q1,15,1,62.1,29.051483368734804,0,0,1,0.978,Low,Post-COVID,KT3
MET202201817952,2022-06-03,01:55,Vehicle Crime,Bromley,BR1 2KX,51.434469,0.034341,Under Investigation,Pending,6,2022,Friday,Q2,1,2,65.4,16.216865326371693,0,1,0,0.978,Low,Post-COVID,BR1
