token_id,contract_address,owner_wallet_address,make,model,year,vin,registration_number,category,current_value,original_value,postcode,area,area_risk_level,mint_date,mint_transaction_hash,last_transfer_date,last_transfer_hash,metadata_ipfs_hash,blockchain,token_standard,insurance_risk_score,monthly_premium_estimate,coverage_recommended,ownership_verified,vin_verified,dvla_verified,mileage,fuel_type,transmission,color,doors,total_transfers,policy_count,claims_count,last_valuation_date,created_at,updated_at
1063,0xfac8f46fd697b02ba2d320301c5ee621549a83d9,0x072fb4d3863e136e5262bcfe9922aad22c42564c,Jaguar,E-Type,2021,SAJ210006238287,BC21 DCB,luxury,42983,60000,SW1 8ET,Westminster,very_high,2022-07-29,0x2221f20be0d74d34af4340398d9e915b8e7532e2782cf9f59db22eeda65906a6,2023-06-24,0xe98a96a370367e144cee554c0ad1b99b70472fdad053b2f35987c172f079b55d,QmKF5nxdkw8uAiEwyUTVXQJCGTdpMj5JJUx8tuN9m5jrGL,BlockDAG,ERC-721,93.89829999999999,18,comprehensive,True,False,False,92370,Hybrid,Automatic,Blue,5,1,1,1,2024-06-17,2022-07-29,2023-06-24
1064,0xe6971472642654979640f115bb15aa34eb69bfa9,0x5f84c02a2fbe1faa6298588006d2b243579952c5,Aston Martin,Vantage,2015,SCFAB158829671856,AB15 ILS,luxury,19547,45000,SW1 6YT,Westminster,very_high,2022-09-14,0x845904feaae15de57a4af167fb40ab4534aae304144b14b0d3e254ef3e23c182,2023-09-17,0x3638972452709225c8ede2d378a1cef90286f42072b80d7b759771059ebf1fcb,QmuxZqWoRdRJjnEikvezmv1xn6oZhKjvZWLgdHdJmwG8UU,BlockDAG,ERC-721,90.9547,8,standard,False,False,True,87119,Diesel,Manual,Blue,2,5,2,1,2023-06-11,2022-09-14,2023-09-17
1065,0x793514407c2f4da85376b0bcad81f53adce6b9d2,0x2050b1fe8d1c54de434492f58fce186ded5d7b03,Lamborghini,Huracan,2005,WBA055297625954,AB05 NUJ,supercar,33964,180000,W1 6YY,Mayfair,high,2021-08-22,0x1a89bb31b42c25a1691770a7f7d9211f595205475fb55b67a1c77f90344ee316,2024-05-27,0x7938de3b9a9b0c509ad256b2eb6b85b3cb3706c0be22a08e6e6c7145fbc41cf8,Qm3NnCbtxuRcNcStW7b5eWXzM8Tkcf1nnZMyUb9oivXf7N,BlockDAG,ERC-721,95.0,13,comprehensive,True,True,True,147587,Electric,Manual,Grey,2,2,1,0,2023-09-11,2021-08-22,2024-05-27
1066,0xe69714721534bba6875fbaf860f49c945b6f79f3,0x9e1d32c08b6c739be02383f8dd9016096fd3fad8,Aston Martin,DBS,2012,SCFAB127928450817,DE12 RUL,luxury,28751,85000,EN1 1AS,Enfield,medium,2021-10-19,0xb09e0ba5d5a95b80d9387c0d3793365c569f6d129e8ab202d6391ae5b3e60793,2024-09-25,0x19a3f6dfd3b0b955e0e8e33b1f5aac2afe58a106f4b8aa5ee2bd6a77d4725fda,QmwYAM9YGjdiCMwmweFj5ak2Q8p3L3gVcFpcQGQ4ekZprh,BlockDAG,ERC-721,81.5751,7,standard,True,False,False,125201,Diesel,Manual,Silver,3,1,1,0,2023-07-30,2021-10-19,2024-09-25
1067,0xfac8f46f46947d629049dbb69e1c4e8dff8a664c,0xb88a754875dce1f60c4b818bae33441aefb4b0b0,Jaguar,F-Pace,2010,SAJ101854834897,DE10 KEJ,luxury,10020,35000,SW1 3ZH,Westminster,very_high,2021-04-14,0xb46841d43fbce486957ff19c0863aa6ae14c98e271ae99072f8b39490ec99401,2023-01-15,0xaa459ac8184bca08ab4e6031890fc78d0161d818d6321718741a017e177c2972,Qm6gEG7KC8bCXqR4RJA9LYhTN8ERS4T7H5txDfjnce9aFR,BlockDAG,ERC-721,89.502,4,standard,True,False,False,120845,Hybrid,Automatic,Silver,2,3,2,0,2024-08-02,2021-04-14,2023-01-15
1068,0xfac8f46f577f00ab2d628d76f16be1e13082efa0,0x88e497c0c6cac95fbea1f0eb5ecbb48727148fc9,Jaguar,E-Type,2017,SAJ178231567502,AB17 MVK,luxury,30793,60000,W1 4DZ,Mayfair,high,2021-08-16,0x0f671c5b200c160c3222d87794f9d8250becec021d6e0bcca6432a52290804ed,2024-12-08,0x43ecf373fe1fdc0e2c78d241a5031a0c23ccd497def27f626490019c2358000c,Qm9JeGZUY2s8oECnUw448oH5aAD6JLLAjhgHAM9p1Uizje,BlockDAG,ERC-721,87.2793,11,comprehensive,False,True,False,103132,Hybrid,Automatic,Silver,4,2,0,1,2024-08-25,2021-08-16,2024-12-08
1069,0xc57be7f54b21dbc1998b8fd7322df976e0d6d221,0x177f758639803fa95afcdf867c5d3bf134ac7b99,Mercedes,SL,2010,WDD100780578367,EF10 MNB,luxury,10020,35000,SW1 3SU,Westminster,very_high,2022-01-16,0x350be446c2b60462a32815959968eb24b01532efe9501374675b58fde563ba97,2023-10-19,0x0bfc4b27ea7e8152d99f783ce3bfe82a8799fcbc7b96c15708405a33bacc5e90,QmV4ZreJnty1twZ1BGh1776z4hm9PeawmAzj5F6qZrynTb,BlockDAG,ERC-721,89.502,4,standard,True,False,False,131155,Electric,Manual,Silver,2,2,1,1,2023-05-20,2022-01-16,2023-10-19
1070,0xe697147290806d07bd052b2570fb525a2f617d78,0x43e34fb736d1cd37990a59ab3098fc697a5a99b4,Aston Martin,DB9,2017,SCFAB179813315013,CD17 UJU,luxury,38491,75000,SW1 5SK,Westminster,very_high,2022-08-25,0x578d6b06f1191b080aee8421f4214b2e197c70fcf76233896a6027d8b6ce8d88,2023-01-08,0xd5f7cf5bbc55e3b0373d8aa6aaa87bd2a7db98c20f0c0c0296521ed4351574ec,QmgWuxik8SCmHfwjM784ddmLTibJfSTNozLtLLaMxhTB3T,BlockDAG,ERC-721,93.04910000000001,16,comprehensive,False,False,False,102548,Electric,Manual,Blue,5,2,1,1,2023-06-26,2022-08-25,2023-01-08
1071,0xc57be7f5f0b888ba74917df8f3359d290529a082,0xb3bbde10d179a94287ab27e0a4b6bdd754d88558,Mercedes,S-Class,2020,WDD202207802626,AB20 FZF,luxury,29658,45000,SW11 6ZN,Wandsworth,low,2020-03-26,0x8978dfac2e4742a30c8ea6f9640cf54ab5b463d4e7c19ac23f32b7d37583e996,2024-01-13,0xdc9f26fa25d70a82b47a9e0a95293d8d6ab1a714e832106c53865e5bf7aa7481,QmYM9JUc8BbF7eranxcRbTM6vtxG1nEvvdgCHzBSAdgUFC,BlockDAG,ERC-721,77.4658,6,standard,True,False,True,129049,Diesel,Automatic,Blue,5,3,1,1,2023-03-11,2020-03-26,2024-01-13
1072,0xfac8f46f0819e42c0540a748833bfbfa8718c8e3,0x7b9c84da521ef0d7f73c02306b24a13e51c835a5,Jaguar,XK,2003,SAJ031695737453,EF03 VVE,luxury,3992,25000,TW9 6JC,Richmond,low,2024-04-03,0x0964f2c57658f033ae202248c428facf8db7d43d85ae3621b8e94f3f98fda5ca,2023-02-14,0x2edec59944624759e191968470aacf51d1ced8ca5222cc83739c32acd59b17eb,Qmna2Q35xN3UaLQH9ULpUamryR4u3CmyzNS287URd6QDXK,BlockDAG,ERC-721,73.19919999999999,0,standard,True,True,False,15622,Electric,Manual,Blue,4,4,0,0,2023-05-15,2024-04-03,2023-02-14
1073,0xe697147282e5650a68a0eaa3c6f655ec1f32ebbc,0x672db1f52f7b776952a988b2bc4361718a5f4360,Aston Martin,Vantage,2018,SCFAB183282804626,DE18 AFG,luxury,25103,45000,SW3 9AD,Chelsea,high,2024-12-25,0xecae4f90f971880cec865a2634cd20e44359e8d7154e9df3a10e2e42a55f2c89,2023-02-12,0xa77d38f4b440a2d325558af109f0f4ad96fe1ce6aacca5fc5f1ddea160dfe81a,QmN9TMtQBuEkNrH2KhWF33PdZmCecmpxWpkSAJsfrjXtpQ,BlockDAG,ERC-721,86.8103,8,standard,True,True,False,30506,Hybrid,Manual,Black,5,1,2,0,2023-01-28,2024-12-25,2023-02-12
1074,0x891b24e4abdad0dd2fc73b0634e9f1c48656245c,0x49e393c11bab1f014b50edfa0c2fb631030520bc,McLaren,720S,2003,WBA033317901769,EF03 AXV,supercar,35136,220000,SW11 6ZO,Wandsworth,low,2022-11-15,0xd0295e8caf72f835997d3531933f61b53ed442f6a7f879af0246921941bb31d9,2024-10-04,0xee177b21dcad7539ce07ee3399e4e64c50e868d86232a9ab9557d9687f51b637,QmreJVuryJCdncMWPd1otVMKkxRJy7n3vM2efc22w46Aa4,BlockDAG,ERC-721,89.5136,8,comprehensive,False,True,False,120947,Hybrid,Automatic,White,5,1,2,0,2024-04-27,2022-11-15,2024-10-04
1075,0x53092a17ab1e6fef95e99a664af127c542735285,0x576cc68a446d62c26aae5f658474336452288e03,Toyota,Camry,2004,WBA049893821835,CD04 NWG,standard,2603,15000,SW3 3RQ,Chelsea,high,2023-02-19,0x6f2b801539e11a254918cc1280a099e1deab1fbc67aebf809f3f1c0f55f8b220,2023-11-23,0x69bb9e3d986bba400e551c4be71dc0b56ed9a6374260cc7866e4dc9cc62121c4,QmZCUi9v6tT26u3Z7rjX3RfpFqrGGEqJdZsFNjFiMWf5HD,BlockDAG,ERC-721,55.7603,0,standard,True,True,True,54754,Diesel,Manual,Grey,5,5,1,1,2023-03-10,2023-02-19,2023-11-23
1076,0xa9cebc93551a4e5db1c3f14dac15bc280130ee7c,0xa12292a78f8a314e550d533c6a8e9861edc84f11,Porsche,911,2000,WP0005787331533,ABA QUV,sports,5596,45000,SE1 5EV,Southwark,medium,2023-01-12,0xb5ec04f40322a2d967369d5328b51cc424033cc1b2a59e914d8bd3031ffa77fd,2024-08-30,0xaee7cddd56ffede2229885f0dc83cefb58b0f680ac86b75929fabd090378cca8,QmQhmyWvV2tTjmTAqvA1EnpSNJd9UJmH4TQC3GH2NdLWQE,BlockDAG,ERC-721,78.0596,1,standard,True,False,True,44227,Diesel,Automatic,White,2,5,0,1,2024-08-25,2023-01-12,2024-08-30
1077,0x79351440620f98c7aec3c518e5c482add5df9ed8,0x7df3795e6ce386512d7f8045c663ff94d769188c,Lamborghini,Aventador,2009,WBA092470409388,BC09 GTG,supercar,65848,250000,E1 9SJ,Tower Hamlets,high,2023-12-16,0x531bec10e3c8c86969426feafd644b05044fec97bed13a922f2af8be74a90b95,2023-03-18,0xf923b8e803512e7470d7931b7076dcc5bd079e467e1b491eab2a82b5dc5c0c2e,QmJ1o1ntrLM2N56D8ZbkdcwUmgvkeUyqDNbXHUbCiyFAy9,BlockDAG,ERC-721,95.0,25,comprehensive,True,False,False,144839,Petrol,Manual,Red,5,1,1,1,2024-04-02,2023-12-16,2023-03-18
1078,0x53092a17391aa5faf8e412f241ad6fac56934ec5,0xd0641f0d9b998eaebe1d8c12513aaa93a9ebb754,Toyota,Prius,2006,WBA062906864066,AB06 FDR,standard,2461,12000,SW3 3TH,Chelsea,high,2021-03-03,0x34fd87a1465fc18bd2cb7198b02acd17ea23634333ff70349b484ecb643a2c36,2023-08-14,0x3e2c36531c563263d6c4e3c4f51ad551a59dc65e203fdfc834f73931bd76bb59,QmLyJHWeZ7cEe6HBnrp8j7vkij1D367HekjKH7Jg5wVRtr,BlockDAG,ERC-721,54.7461,0,standard,True,True,False,80967,Diesel,Manual,Black,3,4,1,1,2024-02-20,2021-03-03,2023-08-14
1079,0xc57be7f563f48b008f63dbbf9c0149d090ab0229,0xaf0a4ffc3b31b2b6f8c3a894c64705af32a7e562,Mercedes,G-Class,2016,WDD167190619521,CD16 FNJ,luxury,37772,80000,CR0 7TM,Croydon,medium,2022-09-14,0xc08256a6cda792262a308f32174a89ffaf0d099cdebb8f491f37e50a6716c9c1,2024-04-14,0x9e7eadff4d46356f31dd4c3f79f8b399143d252302bcc86788f3c1cb31c33413,Qm5WB1BXX47i3NZhgSejK8YyLjNvg1akt1hu9nePQ1SG5j,BlockDAG,ERC-721,82.87719999999999,10,comprehensive,True,True,False,1574,Petrol,Manual,Black,4,2,0,0,2024-09-11,2022-09-14,2024-04-14
1080,0xa9cebc937388a81b2388120a02566df20f133103,0xfc46d7c55954ad73e098dfd8885056acc342f654,Porsche,Cayman,2021,WP0215934461434,DE21 WVB,sports,25073,35000,SW3 7TX,Chelsea,high,2021-08-11,0x6b6672d9104b70d78363efa3ccf5ca24ab77801ffd98a26a793782140d9953c1,2024-01-22,0x1bc8ab58c016eab876097c6e8eb383d20c048306257aae7c2c421b0e7ae12055,Qm9a8bPVeAjKtWuLdRHd3YcAQtKTNBhoNYmPMrTpd7idg6,BlockDAG,ERC-721,74.5073,7,standard,False,True,True,76749,Electric,Automatic,Grey,2,3,2,0,2023-11-07,2021-08-11,2024-01-22
1081,0xbada04e25bf6d0544536419dc80d89e518e33a5f,0x6e8b7ddeb8239356d760ea93797ac000000b0b42,Volkswagen,Golf,2016,WBA167166501516,DE16 TTC,standard,5665,12000,SE1 7VZ,Southwark,medium,2020-09-29,0x5c083a096f93600473ab5e3c2a5803d16f78d11a3828c96c87b1255790d0995c,2023-04-25,0x4c6e1f20c8512423a173eefd428fbfb8aacff7a775b10803c6b2998b6b05b2dc,QmiP7tUzELHFM9znCuchvdKJEkvhnkqXQFJyYrsc1rgK1S,BlockDAG,ERC-721,45.0665,0,standard,False,True,False,89234,Diesel,Manual,Silver,2,5,1,0,2023-01-29,2020-09-29,2023-04-25
1082,0x891b24e4b7e59e5dd54b07bfa6856b28f3ea1907,0x73d7a4f58a7782bb9164904bdcb5a9309116efb5,McLaren,720S,2007,WBA078237158846,EF07 UIV,supercar,49045,220000,SW3 1KT,Chelsea,high,2020-03-23,0xb86daebcb5c960ba2aea1d535be09db6d6df9275e273174777b099cf3196b9af,2023-06-18,0x14dba48cf4970589d82939ad6aebd5a269ad630851e7fdcea2e0ba2642569071,QmGvRh7kAdyR4VC5Smqe2z5HqcckJAbyfjb1moaLRHcqbV,BlockDAG,ERC-721,95.0,18,comprehensive,False,True,False,126451,Hybrid,Automatic,White,3,3,2,1,2023-08-07,2020-03-23,2023-06-18
1083,0x53092a17c14053799467fa7e5d1a5d56e8e2a2fc,0x7d467282f2bfbc1d11874904f2cd65d33c8984b8,Toyota,Corolla,2007,WBA074173177183,CD07 JRC,standard,2229,10000,TW9 3XI,Richmond,low,2020-07-20,0x30c47a32b7a0472b61cb0f7f037d1bd4dc14477d04b5a86b2beee3620c59c203,2023-10-06,0xc3dfc78b73b74b88930ce9e19850f3f5a2a58b1c3f64875651dabc79cfa161e8,QmfZT3BqpjuaymJhS1A7bckpqFKAQwwisNp7RtrpTLf69n,BlockDAG,ERC-721,44.2229,0,standard,True,False,False,65874,Electric,Manual,Grey,5,5,1,1,2023-12-20,2020-07-20,2023-10-06
1084,0x891b24e4e4b939eb59e4ffb857ed9c5d50794836,0xb6f6be269409b544ac799362b66fe12f42794584,McLaren,570S,2019,WBA196274499122,EF19 HIT,supercar,109143,180000,EN1 2WG,Enfield,medium,2022-12-13,0x371839ce270f96c980e93e3f85ad537a8cf03428ef63ff5059f68d8462ab4794,2024-08-28,0x4a0d2ad0acab0f020a51bceca7d2f74edd2a37490f98f97a1d8ee39c6f18edbf,QmNUzK9PojfGDViFhd5NKmkVakj3gXauYH4oBQB7z57xUS,BlockDAG,ERC-721,87.5,28,comprehensive,True,True,True,118253,Electric,Manual,White,5,2,0,0,2024-02-06,2022-12-13,2024-08-28
1085,0xbcb48ddd0ac53dce2a4c7f064fbfae5494230efc,0x8f53b217716b6d81d6d92c42d6897c70fa283100,BMW,M3,2022,WBA220973725126,EF22 YWE,premium,19467,25000,SW3 8KG,Chelsea,high,2023-10-26,0x4f7fe50c265e2a449df92e1e5fbd069dfacefbd06f05c1b1af0af91d4f7b3b4a,2023-05-02,0xe0a010be394849bd379cd32265cee2958783183ecf359dcdd13470804655382f,Qme22zQ6DuJhDHZYjsa66wFFYtb56sRvHmbwa5f2DM3YF5,BlockDAG,ERC-721,63.4467,4,standard,False,False,False,47046,Diesel,Automatic,Red,4,3,2,0,2024-05-15,2023-10-26,2023-05-02
1086,0x6c5b90ce4ba8c57d71b7fa5d2e79efb6baaf3e75,0x65967018a5f9667b84155ef9d5c0687f8d422b8b,Ferrari,488,2018,ZFF185560886795,DE18 GFG,supercar,100412,180000,SE1 8CD,Southwark,medium,2023-05-08,0xbb5ace0ea9ab800d30f3f90ecb15b084c3466d524aff26dad4a0d13e3a77bf42,2024-11-22,0x68f5aa13bd66758ee07372ea04ca0cc1f4cc1c57c106b76605ded608d5eb8661,Qm2f6i1xjhzg6AGkSAYWJ9H3pcYSj7LgAZsWqsmxZHzGjx,BlockDAG,ERC-721,88.0,29,comprehensive,True,False,False,64739,Petrol,Manual,Black,4,1,0,1,2023-06-27,2023-05-08,2024-11-22
1087,0xc57be7f53962e2d3ebede7ddd93994fe3333d7a1,0x9384d50f8b8ba478f489b2dd05eece11d5ca22d4,Mercedes,S-Class,2009,WDD090412260260,DE09 KGH,luxury,11852,45000,W1 3ZL,Mayfair,high,2024-06-17,0x36af7ecd8d81b6a12b42542fb93abedc24322333befb79f2db01f91b213ee881,2023-11-10,0x58c79435a252febe4d018cec32f57ea7c6f9a490ee556742274fe8aa6ff4c155,QmR6b6V6E5jmHmXybKgzVit8PEnPFiS7NBwn9HgyPYm44r,BlockDAG,ERC-721,84.5852,4,standard,True,True,True,62345,Hybrid,Automatic,Silver,3,4,2,0,2023-02-03,2024-06-17,2023-11-10
1088,0xa9cebc93f92e464b7fa84043e4ae0f729023f512,0xf1d24ef898721c028b6f0806933337edec979975,Porsche,Panamera,2023,WP0236805927970,DE23 OZO,sports,50784,60000,N1 8VO,Islington,medium,2023-05-21,0xef79d1a20a2e3248fc17bc8f8ae2f3862a90e3938d6263be75784fd6a3d0a858,2024-02-11,0x68f737514fad6346211eb57a0a912e7f7ecf7d8b41c93bbc9cb8dd6fb01f8617,QmePLQxtgQypGRrY3EnbMVpBr6BGRvm8kfLX3cguRqHZH7,BlockDAG,ERC-721,70.5,11,comprehensive,False,True,False,13114,Electric,Automatic,Blue,5,2,2,0,2024-10-23,2023-05-21,2024-02-11
1089,0x53092a17cc3dab6c9a7b49dac8373bbc641689eb,0xa37bbc0e51e53b85cdbcf9226fa642bace6fe93f,Toyota,Prius,2010,WBA109115097987,AB10 UOW,standard,3435,12000,CR0 3HM,Croydon,medium,2020-05-15,0x1117bf406243a5d0dc48fde185b6cd2bdfeb1f63ccf5f0d5666b98d99a61145c,2023-08-22,0x03e42bc04aea81e0d721be0c3734dab767b2b60fe1cea6acc24db3e07f9b06b1,QmFt5J7k9ipY2rWvXH32KV1DMUm7gWpKAruRyGY5QQ86wc,BlockDAG,ERC-721,47.8435,0,standard,True,False,True,117038,Diesel,Automatic,White,4,3,0,0,2024-09-25,2020-05-15,2023-08-22
1090,0x891b24e4f7e71c1ad72cbe1cdace73401be4db91,0xdcedc452aaf6f509444559821f1f9447cb4a685c,McLaren,P1,2000,WBA007729761677,EFE KQY,supercar,99491,800000,CR0 7NY,Croydon,medium,2022-03-26,0x9e1c482b730d81a9794386f1c9b9a1d16f0e1ffa8996f48305a97803b083bea0,2023-03-15,0xacf136d0fbf379566510166f69f56d7b77031478fc4aa9cd38af50030fb33089,QmQGf7wxopZRc8eUiUbcQ1JHzwN5omVPie4oy2z7Kw8ZHL,BlockDAG,ERC-721,95.0,31,comprehensive,True,False,False,25072,Hybrid,Automatic,Red,5,5,0,1,2024-02-11,2022-03-26,2023-03-15
1091,0xfac8f46f56adc5f85d5e8a0b362362523ffa5e71,0x5172323e68b5f779ef6c4a5572d01068ca699034,Jaguar,F-Pace,2024,SAJ245113588376,BC24 JIC,luxury,32200,35000,SW1 8VM,Westminster,very_high,2024-10-04,0xc8f8b8f5e00cd7abd98c38462d32c102af5f131f17d8f7a59b05413526573d5b,2024-09-14,0x045f5fece7068f9625c0da44e96fe4a228ce4d0e8084b07dd4491596187191ec,Qmb22Mwk36D2Q8FN97r3gnsQenmZrYDemUQDJXcLiC2SJj,BlockDAG,ERC-721,93.12,13,comprehensive,False,False,True,62830,Hybrid,Manual,Grey,5,1,0,0,2023-07-19,2024-10-04,2024-09-14
1092,0xa9cebc93ea90365544963ee386937f4c55bb33a8,0x0211efbf31dc8a6e26c5a41060f716f64caf73ea,Porsche,Cayman,2016,WP0166261760886,DE16 RJO,sports,16525,35000,SW3 9NW,Chelsea,high,2023-01-23,0x1faafd0b0c67b788c71d776bfbdd73376bfd6fabf00f5688d996d8286105177f,2023-05-27,0x447dfe0bbc13a1b352ccd5e2c9a434673a25275f468cf87f1ad373c063a891f7,QmwSrVsULrLEXMfH8rRRa9tC11LaE8XbQLaRd45XpgxwAM,BlockDAG,ERC-721,76.1525,5,standard,True,True,True,96491,Hybrid,Automatic,Black,3,5,1,0,2023-12-27,2023-01-23,2023-05-27
1093,0x7935144012a985d1c2bf4205cbb622f5aaa8d21a,0xa8f2df238941c441ca90eddb8b0deb5c55349c9d,Lamborghini,Huracan,2004,WBA048059508247,DE04 HQC,supercar,31247,180000,SW1 8KF,Westminster,very_high,2022-01-07,0x963d777956f58d54082ed89c197da9e2afdcb8d87674888f4208a4493c633d03,2024-03-21,0x69c79728a7ef43c36a8c23d51b9e7e98c54c87a7eb2df5c5b1b3fa0dd995a797,QmmG1b4om148JGUoX3qaj2BGkiHz8E9hRqpw6bch5VeyAA,BlockDAG,ERC-721,95.0,13,comprehensive,True,False,False,94575,Hybrid,Manual,Black,4,4,1,0,2024-08-16,2022-01-07,2024-03-21
1094,0x79351440af8ff7aa34d94e5dfe372073ad930ecf,0xe50f2b12997ca9563b9326a18e224525aba4a7c5,Lamborghini,Huracan,2005,WBA054054594722,EF05 SYI,supercar,33964,180000,W1 5HO,Mayfair,high,2020-07-11,0xffb27f6b3b9bd6b790fd352bc941ba9d84ee6936d31dd1c2cc05a5f2b7d22495,2023-12-21,0xd37a6c5b2ae3a27ee8671481a58988d5c518a3d88bd9fa904cc30f1c95e5c431,Qm7snChxg4LZ81fDH9SLWnZSNiBbu5QQfxsySz5fCNPbSP,BlockDAG,ERC-721,95.0,13,comprehensive,True,True,True,134855,Petrol,Automatic,White,4,3,2,0,2024-04-26,2020-07-11,2023-12-21
1095,0x01083da209c45b27ec68c3bc0c90e39c26c82aae,0x63fbf529c3e8773e8f8ec165caed6705bf0f6ece,Ford,Focus,2004,WBA041121683827,CD04 QSC,standard,1388,8000,CR0 2ZE,Croydon,medium,2020-03-16,0xdbe0cb12f98aefc61a1d2b5df2e0e576512bac1fdec519fb692e2e0c0e62300e,2024-09-10,0x21c39a760ae1bb76bcb2cc95800068de3bb04aae6b21d8ad029fc062ade0fcfc,QmMkbz34f8THSwvKD54kgxRFrEZJo7bBmSYxnqMfBZ1fAM,BlockDAG,ERC-721,50.6388,0,standard,True,True,False,14293,Diesel,Automatic,Red,5,1,1,0,2024-08-03,2020-03-16,2024-09-10
1096,0xbcb48ddd79f4fbda38ba1b12c8e6383aebd47da9,0x05d80471a88d55669dcb5c341a12a6e082de565c,BMW,i8,2004,WBA041112259414,AB04 XWP,premium,13887,80000,SE1 7YY,Southwark,medium,2023-11-08,0xd5a0ca42c7e7f30e11fa8685b7721faa93b125a2e60f16bd04bbf9156b1563bd,2023-09-09,0x4044fba6ed9ba31700e252b681743f0e3b30a58064b7c09866edfb0f1835a503,QmheTHTnWNyWpreKW7cMkE5buXusJJu5btZGHriN8VDJ1M,BlockDAG,ERC-721,66.8887,3,standard,True,True,True,70419,Diesel,Automatic,Silver,5,5,1,0,2024-01-04,2023-11-08,2023-09-09
1097,0x92b457e4902b67170200a106e2fe170e8fa2d2c7,0x6101f964616a9bdb9b234c139e6cdf40a4841f0a,Audi,Q7,2024,WAU249923636523,AB24 NDU,premium,32200,35000,E1 2WD,Tower Hamlets,high,2024-08-16,0x887e0967031a270e99e611ed62256aecf04947c17b39343e1fd5292f4784cccd,2024-06-21,0x1ad9ed3f3369547d67d710461527fd157b2d0b36b12c91d937676b947be7e411,QmiRqVmEFNLZqvBjh4vNNua3yAKExkSw8uSHmKajuazDof,BlockDAG,ERC-721,63.72,8,comprehensive,False,False,False,75341,Diesel,Manual,Blue,3,3,0,1,2024-11-11,2024-08-16,2024-06-21
1098,0xe6971472aa60dc195f03ce8e4184bb20105cba0a,0x7a65f1581ce132ca5197b016eae0eba5168e5dd4,Aston Martin,DB5,1985,SCFAB856856669778,DEA ZRC,luxury,76099,50000,N1 9GX,Islington,medium,2022-02-13,0x2196aa0e3a7a841a1de5d05cdc180510445ffec9f564d4918f8764d6a2d5e346,2023-07-24,0x9caf811d9f8016d556c244ed624540a763486e5a6c9983a78addc2a4034b5ac2,QmUbUKex5kazmK3iWAgGwTVa6xPzBtWTPvmu4NWjAG1dc2,BlockDAG,ERC-721,80.5,20,comprehensive,False,False,False,118986,Electric,Automatic,White,3,2,2,0,2023-06-02,2022-02-13,2023-07-24
1099,0x891b24e4e0c0abc4ec94e396e6ba58f31f13ea6b,0x1dd25bdff2798a585311723d5424994e9552fdaf,McLaren,720S,2023,WBA234267294668,AB23 MAR,supercar,186208,220000,SW11 1QA,Wandsworth,low,2024-09-24,0x4028244028b37c778c8e6faca6ec0d9fd32375125971c89fac631a8942b2b5b8,2023-07-09,0xe19b95645cb6e43f32f482c82226a19fc89f7d41df0072edf7aa9f089c84fc9b,Qm1GvqQ6eZqjg9JxANEqhdQXKoA3kKRZMiuGMf1ythWqKk,BlockDAG,ERC-721,80.5,39,comprehensive,True,True,False,76383,Diesel,Manual,White,3,4,2,0,2023-08-22,2024-09-24,2023-07-09
1100,0x92b457e4c6903389260be9d61f1c562ec5c63511,0xc0dd6ec9fa1e3a2b114ba094578145b2cf2c4862,Audi,R8,2011,WAU110678247191,EF11 CRG,premium,26451,85000,SE1 1VO,Southwark,medium,2020-07-20,0xfa767c40cbe5fa0966baded6321fdc460c4751752ba3d64bd3b2fb04d693af26,2023-11-01,0x5779056fa61f374fde30058a000caa206b46cfce19828961a1762bd08de79271,QmfzgRX5XuW3W9cH4ofzNnnLf5uwuwuEnv6SrLRiUCf3ee,BlockDAG,ERC-721,64.6451,5,standard,True,True,False,1229,Petrol,Manual,Silver,2,3,2,1,2024-10-13,2020-07-20,2023-11-01
1101,0x6c5b90ceea65eed1c4495efcd49e427565bcead7,0x76a240d3454184e1bc6073dfa8d2b3d38fda6159,Ferrari,250GT,2018,ZFF187081075251,AB18 UNT,supercar,66941,120000,N1 5OF,Islington,medium,2020-01-26,0x3538e2ea9a312536ba6d73c2b8e092b0bcca6d26bb8daad5209209235d02edf8,2024-12-26,0x8b97133dfbd8ba220df02595ebc1691e1d58c45a0c5ff711b382684e5102b067,Qmmegi8oZEEQ5WzgvgqCyCFjE3tRScZAN41zViy4YRHuT3,BlockDAG,ERC-721,88.0,19,comprehensive,True,True,False,99262,Hybrid,Automatic,Silver,4,1,0,0,2023-02-01,2020-01-26,2024-12-26
1102,0x891b24e4f5de7a77b158f9fd157713e17d6c4738,0xc6f2b8c8edeee787cc6ca23484d44fad07e8374f,McLaren,P1,2023,WBA239127136631,DE23 PXW,supercar,677120,800000,E1 1XJ,Tower Hamlets,high,2023-12-15,0x016a459f04b4fa3a2015cb8750370a3ecae9efc563907033d59eeea2041eca3e,2024-09-06,0x2014e7d1e595896475ccc7f8d70d723ec8e62be1121cbe74c41cabd04c32f984,QmY5A2mYyuz9oKKHPCCmPW9cqWmH3VTimtCnkJPZZwNgs4,BlockDAG,ERC-721,90.5,245,comprehensive,True,True,True,90666,Petrol,Automatic,Blue,2,5,1,1,2024-01-24,2023-12-15,2024-09-06
